drug_name,chembl_id,mechanism_of_actions,smiles
ISOTRETINOIN,CHEMBL547,Retinoic acid receptor agonist,CC1=C(/C=C/C(C)=C/C=C/C(C)=C\C(=O)O)C(C)(C)CCC1
ADAPALENE,CHEMBL1265,Retinoic acid receptor agonist,COc1ccc(-c2ccc3cc(C(=O)O)ccc3c2)cc1C12CC3CC(CC(C3)C1)C2
TAZAROTENE,CHEMBL1657,Retinoic acid receptor agonist,CCOC(=O)c1ccc(C#Cc2ccc3c(c2)C(C)(C)CCS3)nc1
LOPERAMIDE HYDROCHLORIDE,CHEMBL1707,Mu opioid receptor agonist,CN(C)C(=O)C(CCN1CCC(O)(c2ccc(Cl)cc2)CC1)(c1ccccc1)c1ccccc1.Cl
ALFENTANIL HYDROCHLORIDE,CHEMBL1200531,Mu opioid receptor agonist,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCn2nnn(CC)c2=O)CC1.Cl
DIFENOXIN HYDROCHLORIDE,CHEMBL1200599,Mu opioid receptor agonist,Cl.N#CC(CCN1CCC(C(=O)O)(c2ccccc2)CC1)(c1ccccc1)c1ccccc1
HYDROMORPHONE HYDROCHLORIDE,CHEMBL1237055,Mu opioid receptor agonist,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2C(=O)CC[C@H]3[C@H]1C5.Cl
TRAMADOL HYDROCHLORIDE,CHEMBL1237065,Mu opioid receptor agonist,COc1cccc(C2(O)CCCCC2CN(C)C)c1.Cl
OXYCODONE TEREPHTHALATE,CHEMBL3989826,Mu opioid receptor agonist,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.O=C(O)c1ccc(C(=O)O)cc1
FENTANYL CITRATE,CHEMBL688,Mu opioid receptor agonist,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
MEPERIDINE HYDROCHLORIDE,CHEMBL1701,Mu opioid receptor agonist,CCOC(=O)C1(c2ccccc2)CCN(C)CC1.Cl
DIPHENOXYLATE HYDROCHLORIDE,CHEMBL1200665,Mu opioid receptor agonist,CCOC(=O)C1(c2ccccc2)CCN(CCC(C#N)(c2ccccc2)c2ccccc2)CC1.Cl
METHADONE HYDROCHLORIDE,CHEMBL1200825,Mu opioid receptor agonist,CCC(=O)C(CC(C)N(C)C)(c1ccccc1)c1ccccc1.Cl
OXYCODONE HYDROCHLORIDE,CHEMBL1200890,Mu opioid receptor agonist,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314.Cl
FENTANYL HYDROCHLORIDE,CHEMBL1201159,Mu opioid receptor agonist,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1.Cl
PROPOXYPHENE HYDROCHLORIDE,CHEMBL1237104,Mu opioid receptor agonist,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.Cl
MORPHINE SULFATE,CHEMBL2103744,Mu opioid receptor agonist,CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.CN1CC[C@]23c4c5ccc(O)c4O[C@H]2[C@@H](O)C=C[C@H]3[C@H]1C5.O.O.O.O.O.O=S(=O)(O)O
PROPOXYPHENE NAPSYLATE,CHEMBL3989716,Mu opioid receptor agonist,CCC(=O)O[C@](Cc1ccccc1)(c1ccccc1)[C@H](C)CN(C)C.O.O=S(=O)(O)c1ccc2ccccc2c1
LEVORPHANOL TARTRATE,CHEMBL3989768,Mu opioid receptor agonist,CN1CC[C@]23CCCC[C@H]2[C@H]1Cc1ccc(O)cc13.O.O.O=C(O)C(O)C(O)C(=O)O
FENTANYL,CHEMBL596,Mu opioid receptor agonist,CCC(=O)N(c1ccccc1)C1CCN(CCc2ccccc2)CC1
BUPRENORPHINE,CHEMBL511142,Mu opioid receptor agonist,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5
ANILERIDINE PHOSPHATE,CHEMBL1200543,Mu opioid receptor agonist,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.O=P(O)(O)O
LEVOMETHADYL ACETATE HYDROCHLORIDE,CHEMBL1200817,Mu opioid receptor agonist,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1.Cl
ANILERIDINE HYDROCHLORIDE,CHEMBL1201047,Mu opioid receptor agonist,CCOC(=O)C1(c2ccccc2)CCN(CCc2ccc(N)cc2)CC1.Cl
REMIFENTANIL HYDROCHLORIDE,CHEMBL1201120,Mu opioid receptor agonist,CCC(=O)N(c1ccccc1)C1(C(=O)OC)CCN(CCC(=O)OC)CC1.Cl
SUFENTANIL CITRATE,CHEMBL1201163,Mu opioid receptor agonist,CCC(=O)N(c1ccccc1)C1(COC)CCN(CCc2cccs2)CC1.O=C(O)CC(O)(CC(=O)O)C(=O)O
TAPENTADOL HYDROCHLORIDE,CHEMBL1201777,Mu opioid receptor agonist,CC[C@@H](c1cccc(O)c1)[C@@H](C)CN(C)C.Cl
DIHYDROCODEINE BITARTRATE,CHEMBL2062266,Mu opioid receptor agonist,COc1ccc2c3c1O[C@H]1[C@@H](O)CC[C@H]4[C@@H](C2)N(C)CC[C@@]341.O=C(O)C(O)C(O)C(=O)O
BUPRENORPHINE HYDROCHLORIDE,CHEMBL2368861,Mu opioid receptor agonist,CO[C@@]12CC[C@@]3(C[C@@H]1[C@](C)(O)C(C)(C)C)[C@H]1Cc4ccc(O)c5c4[C@@]3(CCN1CC1CC1)[C@H]2O5.Cl
OXYCODONE,CHEMBL656,Mu opioid receptor agonist,COc1ccc2c3c1O[C@H]1C(=O)CC[C@@]4(O)[C@@H](C2)N(C)CC[C@]314
LOXAPINE,CHEMBL831,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1
LEVOMETHADYL ACETATE,CHEMBL1514,Mu opioid receptor agonist,CC[C@H](OC(C)=O)C(C[C@H](C)N(C)C)(c1ccccc1)c1ccccc1
DIACETYLMORPHINE,CHEMBL459324,Mu opioid receptor agonist,CC(=O)Oc1ccc2c3c1O[C@H]1[C@@H](OC(C)=O)C=C[C@H]4[C@@H](C2)N(C)CC[C@@]341
FAXELADOL,CHEMBL2103829,Mu opioid receptor agonist,CN(C)C[C@@H]1CCCC[C@H]1c1cccc(O)c1
ELUXADOLINE,CHEMBL2159122,Mu opioid receptor agonist,COc1ccc(CN(C(=O)[C@@H](N)Cc2c(C)cc(C(N)=O)cc2C)[C@@H](C)c2ncc(-c3ccccc3)[nH]2)cc1C(=O)O
OLICERIDINE,CHEMBL2443262,Mu opioid receptor agonist,COc1ccsc1CNCC[C@@]1(c2ccccn2)CCOC2(CCCC2)C1
FRAKEFAMIDE,CHEMBL3989481,Mu opioid receptor agonist,C[C@@H](NC(=O)[C@@H](N)Cc1ccc(O)cc1)C(=O)N[C@@H](Cc1ccc(F)cc1)C(=O)N[C@@H](Cc1ccccc1)C(N)=O
AXOMADOL,CHEMBL3989680,Mu opioid receptor agonist,COc1cccc(C2(O)CC(O)CCC2CN(C)C)c1
OXYCODEGOL,CHEMBL4297632,Mu opioid receptor agonist,COCCOCCOCCOCCOCCOCCO[C@H]1CCC2(O)[C@H]3Cc4ccc(OC)c5c4[C@@]2(CCN3C)[C@H]1O5
THIORIDAZINE,CHEMBL479,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2
CHLORPROMAZINE,CHEMBL71,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21
DROPERIDOL,CHEMBL1108,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,O=C(CCCN1CC=C(n2c(=O)[nH]c3ccccc32)CC1)c1ccc(F)cc1
CHLORPROMAZINE HYDROCHLORIDE,CHEMBL1713,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CN(C)CCCN1c2ccccc2Sc2ccc(Cl)cc21.Cl
LEVOMEPROMAZINE,CHEMBL1764,D2-like dopamine receptor antagonist,COc1ccc2c(c1)N(C[C@H](C)CN(C)C)c1ccccc1S2
PROMAZINE HYDROCHLORIDE,CHEMBL1200469,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CN(C)CCCN1c2ccccc2Sc2ccccc21.Cl
THIORIDAZINE HYDROCHLORIDE,CHEMBL1200916,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CSc1ccc2c(c1)N(CCC1CCCCN1C)c1ccccc1S2.Cl
LOXAPINE HYDROCHLORIDE,CHEMBL1201060,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.Cl
LOXAPINE SUCCINATE,CHEMBL1201155,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN(C2=Nc3ccccc3Oc3ccc(Cl)cc32)CC1.O=C(O)CCC(=O)O
OLANZAPINE PAMOATE,CHEMBL3989694,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1.O.O=C(O)c1cc2ccccc2c(Cc2c(O)c(C(=O)O)cc3ccccc23)c1O
CLOZAPINE,CHEMBL42,Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN(C2=Nc3cc(Cl)ccc3Nc3ccccc32)CC1
OLANZAPINE,CHEMBL715,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,Cc1cc2c(s1)Nc1ccccc1N=C2N1CCN(C)CC1
CHLORPROTHIXENE,CHEMBL908,Serotonin 2a (5-HT2a) receptor antagonist,CN(C)CC/C=C1/c2ccccc2Sc2ccc(Cl)cc21
ARIPIPRAZOLE,CHEMBL1112,Serotonin 2a (5-HT2a) receptor antagonist,O=C1CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc2N1
CYCLOBENZAPRINE HYDROCHLORIDE,CHEMBL1200636,Serotonin 2a (5-HT2a) receptor antagonist,CN(C)CCC=C1c2ccccc2C=Cc2ccccc21.Cl
TRAZODONE HYDROCHLORIDE,CHEMBL1200798,Serotonin 2a (5-HT2a) receptor antagonist,Cl.O=c1n(CCCN2CCN(c3cccc(Cl)c3)CC2)nc2ccccn12
TRIFLUOPERAZINE HYDROCHLORIDE,CHEMBL1257040,D2-like dopamine receptor antagonist | Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN(CCCN2c3ccccc3Sc3ccc(C(F)(F)F)cc32)CC1.Cl.Cl
LURASIDONE HYDROCHLORIDE,CHEMBL1615372,Serotonin 2a (5-HT2a) receptor antagonist,Cl.O=C1[C@@H]2[C@H]3CC[C@H](C3)[C@@H]2C(=O)N1C[C@@H]1CCCC[C@H]1CN1CCN(c2nsc3ccccc23)CC1
CARPHENAZINE MALEATE,CHEMBL2358147,Serotonin 2a (5-HT2a) receptor antagonist,CCC(=O)c1ccc2c(c1)N(CCCN1CCN(CCO)CC1)c1ccccc1S2.O=C(O)/C=C\C(=O)O.O=C(O)/C=C\C(=O)O
ASENAPINE MALEATE,CHEMBL3544974,Serotonin 2a (5-HT2a) receptor antagonist,CN1CC2c3ccccc3Oc3ccc(Cl)cc3C2C1.O=C(O)/C=C\C(=O)O
HALOPERIDOL,CHEMBL54,Serotonin 2a (5-HT2a) receptor antagonist,O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
RISPERIDONE,CHEMBL85,Serotonin 2a (5-HT2a) receptor antagonist,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2
MIRTAZAPINE,CHEMBL654,Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN2c3ncccc3Cc3ccccc3C2C1
PIMOZIDE,CHEMBL1423,Serotonin 2a (5-HT2a) receptor antagonist,O=c1[nH]c2ccccc2n1C1CCN(CCCC(c2ccc(F)cc2)c2ccc(F)cc2)CC1
PALIPERIDONE,CHEMBL1621,Serotonin 2a (5-HT2a) receptor antagonist,Cc1nc2n(c(=O)c1CCN1CCC(c3noc4cc(F)ccc34)CC1)CCCC2O
MOLINDONE HYDROCHLORIDE,CHEMBL1200419,Serotonin 2a (5-HT2a) receptor antagonist,CCc1c(C)[nH]c2c1C(=O)C(CN1CCOCC1)CC2.Cl
NEFAZODONE HYDROCHLORIDE,CHEMBL1200492,Serotonin 2a (5-HT2a) receptor antagonist,CCc1nn(CCCN2CCN(c3cccc(Cl)c3)CC2)c(=O)n1CCOc1ccccc1.Cl
MESORIDAZINE BESYLATE,CHEMBL1201052,Serotonin 2a (5-HT2a) receptor antagonist,CN1CCCCC1CCN1c2ccccc2Sc2ccc([S+](C)[O-])cc21.O=S(=O)(O)c1ccccc1
PALIPERIDONE PALMITATE,CHEMBL2107360,Serotonin 2a (5-HT2a) receptor antagonist,CCCCCCCCCCCCCCCC(=O)OC1CCCn2c1nc(C)c(CCN1CCC(c3noc4cc(F)ccc34)CC1)c2=O
QUETIAPINE FUMARATE,CHEMBL3188993,Serotonin 2a (5-HT2a) receptor antagonist,O=C(O)/C=C/C(=O)O.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1.OCCOCCN1CCN(C2=Nc3ccccc3Sc3ccccc32)CC1
ILOPERIDONE,CHEMBL14376,Serotonin 2a (5-HT2a) receptor antagonist,COc1cc(C(C)=O)ccc1OCCCN1CCC(c2noc3cc(F)ccc23)CC1
THIOTHIXENE,CHEMBL1201,Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1
TRIMIPRAMINE MALEATE,CHEMBL1200948,Serotonin 2a (5-HT2a) receptor antagonist,CC(CN(C)C)CN1c2ccccc2CCc2ccccc21.O=C(O)/C=C\C(=O)O
HALOPERIDOL DECANOATE,CHEMBL1200986,Serotonin 2a (5-HT2a) receptor antagonist,CCCCCCCCCC(=O)OC1(c2ccc(Cl)cc2)CCN(CCCC(=O)c2ccc(F)cc2)CC1
ZIPRASIDONE HYDROCHLORIDE,CHEMBL1375743,Serotonin 2a (5-HT2a) receptor antagonist,Cl.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
BREXPIPRAZOLE,CHEMBL2105760,Serotonin 2a (5-HT2a) receptor antagonist,O=c1ccc2ccc(OCCCCN3CCN(c4cccc5sccc45)CC3)cc2[nH]1
ARIPIPRAZOLE LAUROXIL,CHEMBL2219425,Serotonin 2a (5-HT2a) receptor antagonist,CCCCCCCCCCCC(=O)OCN1C(=O)CCc2ccc(OCCCCN3CCN(c4cccc(Cl)c4Cl)CC3)cc21
THIOTHIXENE HYDROCHLORIDE,CHEMBL3989824,Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN(CC/C=C2/c3ccccc3Sc3ccc(S(=O)(=O)N(C)C)cc32)CC1.Cl.Cl.O.O
ZIPRASIDONE MESYLATE,CHEMBL3989833,Serotonin 2a (5-HT2a) receptor antagonist,CS(=O)(=O)O.O.O.O.O=C1Cc2cc(CCN3CCN(c4nsc5ccccc45)CC3)c(Cl)cc2N1
HALOPERIDOL LACTATE,CHEMBL4297147,Serotonin 2a (5-HT2a) receptor antagonist,CC(O)C(=O)O.O=C(CCCN1CCC(O)(c2ccc(Cl)cc2)CC1)c1ccc(F)cc1
VOLINANSERIN,CHEMBL74355,Serotonin 2a (5-HT2a) receptor antagonist,COc1cccc([C@H](O)C2CCN(CCc3ccc(F)cc3)CC2)c1OC
EPLIVANSERIN,CHEMBL257704,Serotonin 2a (5-HT2a) receptor antagonist,CN(C)CCO/N=C(/C=C/c1ccc(O)cc1)c1ccccc1F
PRUVANSERIN,CHEMBL1215661,Serotonin 2a (5-HT2a) receptor antagonist,N#Cc1c[nH]c2c(C(=O)N3CCN(CCc4ccc(F)cc4)CC3)cccc12
TEDATIOXETINE,CHEMBL2104986,Serotonin 2a (5-HT2a) receptor antagonist,Cc1ccc(Sc2ccccc2C2CCNCC2)cc1
VABICASERIN HYDROCHLORIDE,CHEMBL2104991,Serotonin 2a (5-HT2a) receptor antagonist,Cl.c1cc2c3c(c1)[C@H]1CCC[C@H]1CN3CCNC2
ESMIRTAZAPINE MALEATE,CHEMBL2107339,Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN2c3ncccc3Cc3ccccc3[C@H]2C1.O=C(O)/C=C\C(=O)O
TRELANSERIN,CHEMBL3183740,Serotonin 2a (5-HT2a) receptor antagonist,NC(=O)Cn1c(=O)cc(CCN2CCN(c3nccc4sccc34)CC2)c2ccc(F)cc21
LUMATEPERONE,CHEMBL3306803,Serotonin 2a (5-HT2a) receptor antagonist,CN1CCN2c3c(cccc31)[C@@H]1CN(CCCC(=O)c3ccc(F)cc3)CC[C@@H]12
IFERANSERIN,CHEMBL3989686,Serotonin 2a (5-HT2a) receptor antagonist,CN1CCCC[C@H]1CCc1ccccc1NC(=O)/C=C/c1ccccc1
SB-773812,CHEMBL5314394,Serotonin 2a (5-HT2a) receptor antagonist,COc1cc2c(cc1S(=O)(=O)c1ccc(OCc3ccc(Cl)cc3)cc1)CCN(C)CC2
CIMETIDINE,CHEMBL30,Histamine H2 receptor antagonist,CN/C(=N\CCSCc1nc[nH]c1C)NC#N
TRANEXAMIC ACID,CHEMBL877,Plasminogen inhibitor,NC[C@H]1CC[C@H](C(=O)O)CC1
FAMOTIDINE,CHEMBL902,Histamine H2 receptor antagonist,NC(N)=Nc1nc(CSCC/C(N)=N/S(N)(=O)=O)cs1
SARPOGRELATE,CHEMBL52939,Serotonin 2a (5-HT2a) receptor antagonist,COc1cccc(CCc2ccccc2OCC(CN(C)C)OC(=O)CCC(=O)O)c1
AMINOCAPROIC ACID,CHEMBL1046,Plasminogen inhibitor,NCCCCCC(=O)O
BLONANSERIN,CHEMBL178803,Serotonin 2a (5-HT2a) receptor antagonist,CCN1CCN(c2cc(-c3ccc(F)cc3)c3c(n2)CCCCCC3)CC1
CIMETIDINE HYDROCHLORIDE,CHEMBL1201051,Histamine H2 receptor antagonist,CN/C(=N\CCSCc1nc[nH]c1C)NC#N.Cl
RANITIDINE HYDROCHLORIDE,CHEMBL2110372,Histamine H2 receptor antagonist,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.Cl
RANITIDINE BISMUTH CITRATE,CHEMBL2111286,Histamine H2 receptor antagonist,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1.O=C([O-])CC(O)(CC(=O)[O-])C(=O)[O-].[Bi+3]
NIZATIDINE,CHEMBL3183075,Histamine H2 receptor antagonist,CNC(=C[N+](=O)[O-])NCCSCc1csc(CN(C)C)n1
PENTOXIFYLLINE,CHEMBL628,"3',5'-cyclic phosphodiesterase inhibitor",CC(=O)CCCCn1c(=O)c2c(ncn2C)n(C)c1=O
DIPYRIDAMOLE,CHEMBL932,"3',5'-cyclic phosphodiesterase inhibitor | Equilibrative nucleoside transporter 1 inhibitor",OCCN(CCO)c1nc(N2CCCCC2)c2nc(N(CCO)CCO)nc(N3CCCCC3)c2n1
LEFLUNOMIDE,CHEMBL960,Dihydroorotate dehydrogenase inhibitor,Cc1oncc1C(=O)Nc1ccc(C(F)(F)F)cc1
TERIFLUNOMIDE,CHEMBL973,Dihydroorotate dehydrogenase inhibitor,C/C(O)=C(\C#N)C(=O)Nc1ccc(C(F)(F)F)cc1
VIDOFLUDIMUS,CHEMBL197194,Dihydroorotate dehydrogenase inhibitor,COc1cccc(-c2ccc(NC(=O)C3=C(C(=O)O)CCC3)c(F)c2)c1
METHANTHELINE BROMIDE,CHEMBL1200988,Histamine H2 receptor antagonist,CC[N+](C)(CC)CCOC(=O)C1c2ccccc2Oc2ccccc21.[Br-]
LAFUTIDINE,CHEMBL1742461,Histamine H2 receptor antagonist,O=C(C[S+]([O-])Cc1ccco1)NC/C=C\COc1cc(CN2CCCCC2)ccn1
EBROTIDINE,CHEMBL1742471,Histamine H2 receptor antagonist,NC(N)=Nc1nc(CSCCN/C=N/S(=O)(=O)c2ccc(Br)cc2)cs1
RANITIDINE,CHEMBL1790041,Histamine H2 receptor antagonist,CNC(=C[N+](=O)[O-])NCCSCc1ccc(CN(C)C)o1
ASLAN-003,CHEMBL2263632,Dihydroorotate dehydrogenase inhibitor,COc1cccc(-c2cc(F)c(Nc3ncccc3C(=O)O)c(F)c2)c1
BREQUINAR,CHEMBL38434,Dihydroorotate dehydrogenase inhibitor,Cc1c(-c2ccc(-c3ccccc3F)cc2)nc2ccc(F)cc2c1C(=O)O
DSM-265,CHEMBL1956285,Dihydroorotate dehydrogenase inhibitor,Cc1cc(Nc2ccc(S(F)(F)(F)(F)F)cc2)n2nc(C(C)(F)F)nc2n1
EMVODODSTAT,CHEMBL4650336,Dihydroorotate dehydrogenase inhibitor,COc1ccc([C@H]2c3[nH]c4ccc(Cl)cc4c3CCN2C(=O)Oc2ccc(Cl)cc2)cc1
