drug_name,chembl_id,max_phase,cancer_indications
FOSPROPOFOL,CHEMBL1201766,3,"Colorectal Neoplasms; Genital Neoplasms, Male; Leukemia; Neoplasms"
FOSTAMATINIB,CHEMBL2103830,2,"Hematologic Neoplasms; Lymphoma; Lymphoma, Large B-Cell, Diffuse; Ovarian Neoplasms"
FOSTAMATINIB DISODIUM,CHEMBL3989516,2,Lymphoma
FOSTROXACITABINE BRALPAMIDE,CHEMBL5314416,1,"Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms"
FOSTROXACITABINE BRALPAMIDE HYDROCHLORIDE,CHEMBL5314553,1,"Carcinoma, Hepatocellular; Liver Neoplasms; Neoplasms"
FOTEMUSTINE,CHEMBL549386,3,Glioblastoma; Melanoma; Neoplasms; Uveal Melanoma
FOVINACICLIB,CHEMBL6068012,2,Neoplasms
FOXY-5,CHEMBL4297281,2,Colonic Neoplasms
FP-1039,CHEMBL4297755,2,Endometrial Neoplasms; Neoplasms
FPT-155,CHEMBL4594364,1,Neoplasms
FRENLOSIRSEN,CHEMBL4650261,1,Multiple Myeloma
FRENLOSIRSEN SODIUM,CHEMBL4650477,1,Multiple Myeloma
FRESOLIMUMAB,CHEMBL1743022,2,"Brain Neoplasms; Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Mesothelioma"
FRUCTOSE,CHEMBL1232863,2,Melanoma
FRUQUINTINIB,CHEMBL4303214,4,"Adenocarcinoma; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Colonic Neoplasms; Colorectal Neoplasms; Endometrial Neoplasms; Esophageal Neoplasms; Lung Neoplasms; Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Sarcoma; Stomach Neoplasms"
FS-102,CHEMBL4297956,1,Neoplasms
FULVESTRANT,CHEMBL1358,4,"Breast Neoplasms; Carcinoma; Carcinoma, Ductal; Carcinoma, Intraductal, Noninfiltrating; Carcinoma, Lobular; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Colorectal Neoplasms; Endometrial Neoplasms; Genital Neoplasms, Female; Hereditary Breast and Ovarian Cancer Syndrome; Lung Neoplasms; Lymphoma; Lymphoma, Non-Hodgkin; Mesothelioma; Neoplasm Metastasis; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma, Endometrial Stromal; Small Cell Lung Carcinoma; Urinary Bladder Neoplasms"
FULZERASIB,CHEMBL5314463,2,Neoplasms
FUSIDIC ACID,CHEMBL374975,3,"Carcinoma, Non-Small-Cell Lung"
FUTIBATINIB,CHEMBL3701238,4,"Biliary Tract Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Non-Small-Cell Lung; Cholangiocarcinoma; Neoplasms; Sarcoma; Urinary Bladder Neoplasms"
FUTUXIMAB,CHEMBL2109388,2,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Glioma; Neoplasms"
FX-909,CHEMBL6068512,1,Urinary Bladder Neoplasms
G17DT IMMUNOGEN,CHEMBL5095277,3,Colorectal Neoplasms; Esophageal Neoplasms; Pancreatic Neoplasms; Stomach Neoplasms
GABAPENTIN,CHEMBL940,3,"Breast Neoplasms; Glioblastoma; Head and Neck Neoplasms; Neoplasms; Oropharyngeal Neoplasms; Prostatic Neoplasms, Castration-Resistant; Urinary Bladder Neoplasms"
GADOBENATE DIMEGLUMINE,CHEMBL1200571,2,Breast Neoplasms
GADOBUTROL,CHEMBL2218860,2,"Genital Neoplasms, Female; Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms"
GADOFOSVESET,CHEMBL1908843,2,Neoplasms
GADOPENTETATE DIMEGLUMINE,CHEMBL1200431,2,Neoplasms
GADOPICLENOL,CHEMBL4297634,3,Brain Neoplasms
GADOTERATE MEGLUMINE,CHEMBL2219415,3,Brain Neoplasms
GADOTERIDOL,CHEMBL1200593,1,Astrocytoma; Glioblastoma; Glioma; Paraganglioma
GALETERONE,CHEMBL2105738,3,"Pancreatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
GALGENPROSTUCEL-L,CHEMBL2108031,2,"Prostatic Neoplasms, Castration-Resistant"
GALIXIMAB,CHEMBL2109191,3,"Lymphoma; Lymphoma, Non-Hodgkin"
GALLIUM CITRATE GA 67,CHEMBL1200994,1,Brain Neoplasms
GALLIUM GA 68 GOZETOTIDE,CHEMBL5095039,3,"Carcinoma, Hepatocellular; Carcinoma, Lobular; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma"
GALLIUM NITRATE,CHEMBL1200983,2,"Central Nervous System Neoplasms; Lymphoma; Lymphoma, Non-Hodgkin; Neuroblastoma; Sarcoma"
GALUNISERTIB,CHEMBL2364611,2,"Carcinoma, Hepatocellular; Glioblastoma; Nasopharyngeal Carcinoma; Neoplasm Metastasis; Neoplasms; Pancreatic Neoplasms; Paraganglioma; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Triple Negative Breast Neoplasms"
GAMITRINIB,CHEMBL4646511,1,Lymphoma
GANCICLOVIR,CHEMBL182,2,"Carcinoma, Hepatocellular; Central Nervous System Neoplasms; Fallopian Tube Neoplasms; Glioblastoma; Lymphoma; Melanoma; Mesothelioma; Neuroblastoma; Ovarian Neoplasms; Peritoneal Neoplasms"
GANCICLOVIR SODIUM,CHEMBL1200850,1,Brain Neoplasms; Neoplasm Metastasis
GANCOTAMAB,CHEMBL3833344,2,Breast Neoplasms
GANDOTINIB,CHEMBL2107823,2,Neoplasms
GANITUMAB,CHEMBL1743024,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Hemangiosarcoma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Rhabdomyosarcoma; Sarcoma; Sarcoma, Ewing; Small Cell Lung Carcinoma"
GARIVULIMAB,CHEMBL4650449,1,Neoplasms
GARLIC,CHEMBL2108463,2,"Lymphoma, Follicular"
GARSORASIB,CHEMBL5095066,2,Neoplasms
GATIPOTUZUMAB,CHEMBL4297560,1,Neoplasms
GAVOCABTAGENE AUTOLEUCEL,CHEMBL4802259,1,Neoplasms
GC1118,CHEMBL4650290,2,Glioblastoma; Stomach Neoplasms
GDC-0152,CHEMBL2063869,1,Neoplasms
GDC-0917,CHEMBL4297282,1,Lymphoma; Neoplasms
GDC-0927,CHEMBL4297758,1,Breast Neoplasms
GEBASAXTUREV,CHEMBL5095439,2,"Carcinoma, Non-Small-Cell Lung; Head and Neck Neoplasms; Melanoma; Neoplasm Metastasis; Neoplasms; Urinary Bladder Neoplasms"
GELDANAMYCIN,CHEMBL278315,2,Hodgkin Disease; Kidney Neoplasms
GEMCITABINE ELAIDATE,CHEMBL3039516,1,Neoplasms
GEMCITABINE HYDROCHLORIDE,CHEMBL1637,4,"Breast Neoplasms; Breast Neoplasms, Male; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Carcinoma, Renal Cell; Carcinoma, Squamous Cell; Cholangiocarcinoma; Colorectal Neoplasms; Endometrial Neoplasms; Fallopian Tube Neoplasms; Gallbladder Neoplasms; Head and Neck Neoplasms; Hereditary Breast and Ovarian Cancer Syndrome; Hodgkin Disease; Kidney Neoplasms; Klatskin Tumor; Leukemia; Leukemia, Plasma Cell; Liver Neoplasms; Lung Neoplasms; Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Lymphoma, T-Cell, Cutaneous; Mesothelioma; Multiple Myeloma; Mycosis Fungoides; Nasopharyngeal Carcinoma; Nasopharyngeal Neoplasms; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms, Castration-Resistant; Sarcoma; Stomach Neoplasms; Triple Negative Breast Neoplasms; Ureteral Neoplasms; Urethral Neoplasms; Urinary Bladder Neoplasms; Uterine Cervical Neoplasms; Uterine Neoplasms; Vulvar Neoplasms"
GEMFIBROZIL,CHEMBL457,1,Neoplasms
GEMIGLIPTIN,CHEMBL3707235,2,Neoplasms
GEN-1053,CHEMBL6068607,1,Neoplasms
GENGLEUCEL,CHEMBL5314836,2,Neoplasms
GENISTEIN,CHEMBL44,2,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colonic Neoplasms; Colorectal Neoplasms; Neoplasms; Pancreatic Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Rectal Neoplasms; Urinary Bladder Neoplasms"
GENTAMICIN,CHEMBL6067485,3,Breast Neoplasms; Colonic Neoplasms; Neoplasms; Rectal Neoplasms
GENTULIZUMAB,CHEMBL5314984,1,"Lymphoma, Non-Hodgkin"
GENZ-644282,CHEMBL191958,1,Neoplasms
GEVOKIZUMAB,CHEMBL1743026,2,Colonic Neoplasms
GGTI-2418,CHEMBL3218390,1,"Lymphoma, T-Cell, Peripheral; Neoplasms"
GHRELIN,CHEMBL500468,3,Neoplasms
GILMELISIB,CHEMBL5095067,2,Neoplasms
GILORALIMAB,CHEMBL4594517,1,Breast Neoplasms; Head and Neck Neoplasms; Neoplasms; Pancreatic Neoplasms
GIMATECAN,CHEMBL113051,2,Central Nervous System Neoplasms; Neoplasms; Pancreatic Neoplasms; Small Cell Lung Carcinoma
GIMERACIL,CHEMBL1730601,3,"Adenocarcinoma; Biliary Tract Neoplasms; Breast Neoplasms; Carcinoma, Hepatocellular; Carcinoma, Neuroendocrine; Carcinoma, Non-Small-Cell Lung; Carcinoma, Pancreatic Ductal; Carcinoma, Squamous Cell; Cholangiocarcinoma; Colorectal Neoplasms; Esophageal Neoplasms; Head and Neck Neoplasms; Nasopharyngeal Carcinoma; Neoplasms; Pancreatic Neoplasms; Rectal Neoplasms; Small Cell Lung Carcinoma; Stomach Neoplasms; Uterine Cervical Neoplasms"
GIMISTOTUG,CHEMBL6068122,3,"Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Nasopharyngeal Neoplasms; Neoplasms"
GINDAMERAN,CHEMBL5314612,1,Neoplasms
GINGER,CHEMBL2108465,2,Colorectal Neoplasms
"GINSENG, AMERICAN",CHEMBL2109196,3,"Breast Neoplasms; Leukemia; Leukemia, Lymphocytic, Chronic, B-Cell; Neoplasms"
"GINSENG, ASIAN",CHEMBL2108467,2,Breast Neoplasms; Colorectal Neoplasms; Lung Neoplasms; Neoplasms
GIREDESTRANT,CHEMBL4650316,3,Breast Neoplasms; Endometrial Neoplasms; Neoplasms
GIRENTUXIMAB,CHEMBL1743027,3,"Carcinoma, Renal Cell; Kidney Neoplasms; Urinary Bladder Neoplasms"
GIVASTOMIG,CHEMBL5314837,2,Neoplasms
GIVINOSTAT,CHEMBL1213492,2,"Hodgkin Disease; Leukemia, Lymphocytic, Chronic, B-Cell; Multiple Myeloma"
GLATIRAMER ACETATE,CHEMBL1201507,4,Neoplasms
GLECIRASIB,CHEMBL5314518,2,Neoplasms
GLEMBATUMUMAB,CHEMBL2108707,1,Breast Neoplasms; Melanoma
GLEMBATUMUMAB VEDOTIN,CHEMBL1743028,2,"Breast Neoplasms; Carcinoma, Squamous Cell; Melanoma; Osteosarcoma; Uveal Melanoma"
GLESATINIB,CHEMBL3989914,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
GLIPIZIDE,CHEMBL1073,2,Pancreatic Neoplasms
GLOFITAMAB,CHEMBL4298092,4,"Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Lymphoma, Non-Hodgkin; Neoplasms"
GLPG-0187,CHEMBL3319236,1,Neoplasms
GLUCARPIDASE,CHEMBL1863515,3,Hematologic Neoplasms; Lymphoma; Neoplasms; Osteosarcoma; Precursor Cell Lymphoblastic Leukemia-Lymphoma
GLUCOSAMINE,CHEMBL493287,2,Breast Neoplasms
GLUFOSFAMIDE,CHEMBL2107143,3,Central Nervous System Neoplasms; Lung Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Sarcoma; Small Cell Lung Carcinoma
GLUTAMINE,CHEMBL930,3,"Breast Neoplasms; Carcinoma, Pancreatic Ductal; Carcinoma, Squamous Cell; Colorectal Neoplasms; Head and Neck Neoplasms; Lymphoma; Multiple Myeloma; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
GLUTATHIONE,CHEMBL1543,2,Breast Neoplasms; Pancreatic Neoplasms
GLYCERIN,CHEMBL692,2,Sarcoma
GLYCYRRHIZIN,CHEMBL441687,2,"Prostatic Neoplasms, Castration-Resistant"
GOCATAMIG,CHEMBL6068123,2,Neoplasms
GOLCADOMIDE,CHEMBL5095226,3,"Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Neoplasms"
GOLCADOMIDE HYDROCHLORIDE,CHEMBL6068405,1,Neoplasms
GOLD,CHEMBL3137693,1,Neoplasms
GOLD SODIUM THIOMALATE,CHEMBL306043,1,Lung Neoplasms
GOLIDOCITINIB,CHEMBL4577523,2,"Carcinoma, Non-Small-Cell Lung; Lymphoma, T-Cell, Peripheral; Neoplasms"
GOLIMUMAB,CHEMBL1201833,2,Prostatic Neoplasms
GOLVATINIB,CHEMBL3039525,1,"Carcinoma, Squamous Cell; Neoplasms; Stomach Neoplasms"
GONADORELIN,CHEMBL1007,3,"Breast Neoplasms; Prostatic Neoplasms, Castration-Resistant"
GONADORELIN ACETATE,CHEMBL1200511,3,"Breast Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant"
"GONADOTROPIN, CHORIONIC",CHEMBL1201509,3,Breast Neoplasms
GOSERELIN,CHEMBL1201247,4,"Breast Neoplasms; Carcinoma, Lobular; Hodgkin Disease; Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Salivary Gland Neoplasms"
GOSERELIN ACETATE,CHEMBL1200501,4,"Breast Neoplasms; Breast Neoplasms, Male; Carcinoma; Fallopian Tube Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms; Prostatic Neoplasms, Castration-Resistant; Salivary Gland Neoplasms"
GOSSYPOL,CHEMBL51483,3,"Carcinoma, Non-Small-Cell Lung"
GOSSYPOL ACETIC ACID,CHEMBL447686,2,"Adrenal Cortex Neoplasms; Central Nervous System Neoplasms; Glioblastoma; Gliosarcoma; Leukemia, Lymphocytic, Chronic, B-Cell; Multiple Myeloma; Small Cell Lung Carcinoma"
GOTISTOBART,CHEMBL5314987,2,Neoplasms
GOZETOTIDE,CHEMBL3578202,2,Prostatic Neoplasms
GOZETOTIDE ALF-18,CHEMBL4650355,3,"Prostatic Neoplasms, Castration-Resistant"
GP-100 ANTIGEN,CHEMBL4297963,3,Melanoma; Uveal Melanoma
GPI-0100,CHEMBL4650396,2,"Carcinoma, Renal Cell; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
GRANATICIN B,CHEMBL3334759,1,Leukemia
GRANISETRON,CHEMBL289469,4,"Carcinoma, Hepatocellular; Glioma; Leukemia, Mast-Cell; Lymphoma; Neoplasms; Uterine Cervical Neoplasms"
GRANISETRON HYDROCHLORIDE,CHEMBL1237080,4,Neoplasms
GRAPIPRANT,CHEMBL3039498,1,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms"
GRIDEGALUTAMIDE,CHEMBL6068413,1,Neoplasms; Prostatic Neoplasms
GS-9901,CHEMBL3928407,1,"Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma, Follicular"
GSK-1059615,CHEMBL3544966,1,Neoplasms
GSK-1070916,CHEMBL1090479,1,Neoplasms
GSK-1795091,CHEMBL4802207,1,Neoplasms
GSK-2256098,CHEMBL4742157,2,Meningioma; Neoplasms
GSK-2636771,CHEMBL3188551,2,Melanoma; Multiple Myeloma; Neoplasms; Stomach Neoplasms
GSK-3174998,CHEMBL4297968,1,Multiple Myeloma; Neoplasms
GSK-461364,CHEMBL1908394,1,"Lymphoma, Non-Hodgkin"
GSK-690693,CHEMBL494089,1,Neoplasms
GSK-923295A,CHEMBL4303470,1,Neoplasms
GSK2816126,CHEMBL3287735,1,Neoplasms
GSK2879552,CHEMBL3786182,1,Leukemia; Small Cell Lung Carcinoma
GTX-758,CHEMBL3545017,2,"Prostatic Neoplasms, Castration-Resistant"
GUANIDINE,CHEMBL821,3,Neoplasm Metastasis; Neuroendocrine Tumors
GUANIDINE HYDROCHLORIDE,CHEMBL1200728,4,"Carcinoma, Small Cell"
GUANINE,CHEMBL219568,3,"Astrocytoma; Central Nervous System Neoplasms; Colorectal Neoplasms; Glioblastoma; Gliosarcoma; Lymphoma; Lymphoma, T-Cell, Cutaneous; Melanoma; Multiple Myeloma; Mycosis Fungoides; Neoplasms; Oligodendroglioma; Paraganglioma; Sarcoma; Sezary Syndrome"
GUMARONTINIB,CHEMBL4594400,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms"
GUMELUTAMIDE,CHEMBL5314466,2,Neoplasms
GURETOLIMOD,CHEMBL5314554,1,Neoplasms
GUSACITINIB,CHEMBL4594275,1,"Hematologic Neoplasms; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell"
GUSACITINIB HYDROCHLORIDE,CHEMBL4594276,1,Hematologic Neoplasms
GWN-323,CHEMBL4297972,1,Lymphoma
H3B-6545,CHEMBL6068514,1,Breast Neoplasms
HAFNIUM OXIDE,CHEMBL4298051,3,"Carcinoma, Squamous Cell; Prostatic Neoplasms, Castration-Resistant; Sarcoma"
HALOFUGINONE HYDROBROMIDE,CHEMBL559362,2,"Neoplasms; Sarcoma, Kaposi"
HCBE-11,CHEMBL2109509,1,Neoplasms
HE3235,CHEMBL3545237,1,"Prostatic Neoplasms, Castration-Resistant"
HEFI-1,CHEMBL2109255,1,Lymphoma; Neoplasms
HEMAY-022,CHEMBL3545111,3,Breast Neoplasms
HENATINIB,CHEMBL1277072,1,Neoplasms
HEPARIN,CHEMBL4650299,3,"Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Genital Neoplasms, Female; Neoplasms"
HEPARIN SODIUM,CHEMBL1201657,3,Colorectal Neoplasms
HEPATITIS B VIRUS HBSAG SURFACE PROTEIN ANTIGEN,CHEMBL4297973,1,Pancreatic Neoplasms
HEXAMINOLEVULINATE HYDROCHLORIDE,CHEMBL1201785,4,Carcinoma; Urinary Bladder Neoplasms
HISTAMINE,CHEMBL90,3,"Lymphoma, Non-Hodgkin"
HISTRELIN,CHEMBL1201255,4,Neoplasms; Prostatic Neoplasms
HISTRELIN ACETATE,CHEMBL1200509,4,Prostatic Neoplasms
HMPL-453,CHEMBL4650297,2,Cholangiocarcinoma; Mesothelioma; Neoplasms
HONEY,CHEMBL2108391,2,Breast Neoplasms; Head and Neck Neoplasms
HPN-424,CHEMBL4650471,1,"Prostatic Neoplasms, Castration-Resistant"
HPPH,CHEMBL500853,2,"Adenocarcinoma of Lung; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Carcinoma, Verrucous; Esophageal Neoplasms; Head and Neck Neoplasms; Lung Neoplasms; Oropharyngeal Neoplasms; Squamous Cell Carcinoma of Head and Neck"
HRO-761,CHEMBL6068555,1,Colorectal Neoplasms
HU3S193,CHEMBL2109506,2,Breast Neoplasms; Colorectal Neoplasms; Fallopian Tube Neoplasms; Lung Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms
HUA33,CHEMBL2109435,1,Colorectal Neoplasms
HUHMFG1,CHEMBL2109637,2,Breast Neoplasms
HUJ591 111IN,CHEMBL2109677,2,"Prostatic Neoplasms, Castration-Resistant"
HUJ591 177LU,CHEMBL2109678,2,"Prostatic Neoplasms, Castration-Resistant"
HUMAN IMMUNOGLOBULIN G,CHEMBL1201599,3,"Carcinoma, Non-Small-Cell Lung; Leukemia; Lymphoma; Multiple Myeloma; Neuroblastoma"
HUMAN RECOMBINANT BONE MORPHOGENETIC PROTEIN 4,CHEMBL4594551,1,Glioblastoma
HUMIK-BETA-1,CHEMBL2109610,1,"Leukemia; Leukemia, Large Granular Lymphocytic"
HYALURONIC ACID,CHEMBL5314376,3,"Prostatic Neoplasms, Castration-Resistant; Urinary Bladder Neoplasms"
HYALURONIDASE,CHEMBL1201636,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Leukemia, Biphenotypic, Acute; Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Melanoma; Multiple Myeloma; Neoplasms; Prostatic Neoplasms"
HYALURONIDASE (HUMAN RECOMBINANT),CHEMBL1201718,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Carcinoma, Renal Cell; Melanoma; Multiple Myeloma; Neoplasms; Smoldering Multiple Myeloma; Urinary Bladder Neoplasms"
HYDRALAZINE,CHEMBL276832,3,Breast Neoplasms; Lung Neoplasms; Neoplasms; Ovarian Neoplasms; Rectal Neoplasms; Uterine Cervical Neoplasms
HYDROCODONE,CHEMBL1457,2,Neoplasms
HYDROCORTISONE SODIUM SUCCINATE,CHEMBL1200495,2,"Burkitt Lymphoma; Leukemia; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Large-Cell, Anaplastic; Precursor Cell Lymphoblastic Leukemia-Lymphoma"
HYDROGEN,CHEMBL4297766,2,Glioma
HYDROGEN PEROXIDE,CHEMBL71595,2,"Breast Neoplasms; Carcinoma, Basal Cell"
HYDROMORPHONE,CHEMBL398707,3,Cancer Pain; Kidney Neoplasms
HYDROMORPHONE HYDROCHLORIDE,CHEMBL1237055,3,Cancer Pain
HYDROXOCOBALAMIN,CHEMBL2103737,1,"Carcinoma, Non-Small-Cell Lung"
HYDROXYCAMPTOTHECIN,CHEMBL273862,3,"Carcinoma, Hepatocellular"
HYDROXYCHLOROQUINE SULFATE,CHEMBL1690,2,Cholangiocarcinoma; Melanoma; Pancreatic Neoplasms
HYDROXYFLUTAMIDE,CHEMBL491,2,"Prostatic Neoplasms, Castration-Resistant"
HYDROXYTYROSOL,CHEMBL1950045,2,Breast Neoplasms
HYPERICIN,CHEMBL286494,3,"Lymphoma, T-Cell; Lymphoma, T-Cell, Cutaneous; Mycosis Fungoides"
HYPERICIN SODIUM,CHEMBL5314602,1,"Lymphoma, T-Cell"
IANALUMAB,CHEMBL4594357,1,"Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma, B-Cell, Marginal Zone; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Neoplasms"
IBANDRONATE SODIUM,CHEMBL3989569,4,Breast Neoplasms; Neoplasm Metastasis
IBANDRONIC ACID,CHEMBL997,3,Bone Neoplasms; Breast Neoplasms; Hematologic Neoplasms; Multiple Myeloma; Neoplasm Metastasis
IBCASERTIB,CHEMBL5095033,3,"Carcinoma, Hepatocellular; Lymphoma, Non-Hodgkin; Neoplasms; Ovarian Neoplasms; Sarcoma; Small Cell Lung Carcinoma; Triple Negative Breast Neoplasms"
IBENTATUG,CHEMBL5314839,2,Neoplasms
IBERDOMIDE,CHEMBL3989927,3,Multiple Myeloma
IBERDOMIDE HYDROCHLORIDE,CHEMBL3989912,2,"Lymphoma; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Non-Hodgkin; Multiple Myeloma; Smoldering Multiple Myeloma"
IBI-939,CHEMBL4650473,1,Lung Neoplasms; Neoplasms
IBOCTADEKIN,CHEMBL2108034,2,"Lymphoma; Lymphoma, Non-Hodgkin; Melanoma; Neoplasms"
IBRILATAZAR,CHEMBL6068016,2,Neoplasms; Pancreatic Neoplasms
IBRITUMOMAB TIUXETAN,CHEMBL1201606,3,"Lymphoma; Lymphoma, Follicular; Lymphoma, Non-Hodgkin"
IBUDILAST,CHEMBL19449,1,Glioblastoma
IBUPROFEN,CHEMBL521,3,Breast Neoplasms; Glioma; Kidney Neoplasms; Uveal Melanoma
ICAPAMESPIB,CHEMBL4650317,1,Astrocytoma; Glioblastoma
ICARITIN,CHEMBL498485,3,"Breast Neoplasms; Carcinoma, Hepatocellular; Neoplasms"
ICOSAPENT ETHYL,CHEMBL2095209,2,Breast Neoplasms; Colonic Neoplasms
ICOTINIB,CHEMBL2087361,3,"Adenocarcinoma of Lung; Breast Neoplasms; Bronchial Neoplasms; Carcinoma; Carcinoma, Non-Small-Cell Lung; Carcinoma, Squamous Cell; Esophageal Neoplasms; Lung Neoplasms; Nasopharyngeal Carcinoma; Neoplasms; Pancreatic Neoplasms"
ICRUCUMAB,CHEMBL1743030,2,Breast Neoplasms; Colonic Neoplasms; Neoplasms; Rectal Neoplasms
IDEC-159,CHEMBL2109576,1,Colorectal Neoplasms
IDEC-159 111IN,CHEMBL2109679,1,Colorectal Neoplasms
IDEC-159 90Y,CHEMBL2109680,1,Colorectal Neoplasms
IDECABTAGENE VICLEUCEL,CHEMBL4298199,4,"Multiple Myeloma; Neoplasms; Neoplasms, Plasma Cell"
IDETREXED,CHEMBL4594449,1,Neoplasms
IDOXURIDINE,CHEMBL788,2,Leukemia
IDRONOXIL,CHEMBL1957038,1,"Fallopian Tube Neoplasms; Neoplasms; Ovarian Neoplasms; Peritoneal Neoplasms; Prostatic Neoplasms, Castration-Resistant"
IDROXIOLEATE SODIUM,CHEMBL6068480,1,Neoplasms
IDROXIOLEIC ACID,CHEMBL6068000,2,Glioblastoma; Glioma; Neoplasms
IERAMILIMAB,CHEMBL4298009,2,Breast Neoplasms; Melanoma; Neoplasms; Triple Negative Breast Neoplasms
IFEBEMTINIB,CHEMBL3657311,2,"Carcinoma, Non-Small-Cell Lung; Melanoma; Neoplasms; Ovarian Neoplasms; Pancreatic Neoplasms; Small Cell Lung Carcinoma; Stomach Neoplasms"
IFETROBAN SODIUM,CHEMBL3301674,2,Neoplasms
IFINATAMAB,CHEMBL5095125,2,Neoplasms
IFINATAMAB DERUXTECAN,CHEMBL5095331,3,Lung Neoplasms; Neoplasms; Small Cell Lung Carcinoma
IGERMETOSTAT,CHEMBL5314520,2,Neoplasms
IGN-002,CHEMBL4594366,1,"Lymphoma, Non-Hodgkin"
IGOVOMAB,CHEMBL2109036,4,Ovarian Neoplasms
IGRELIMOGENE LITADENOREPVEC,CHEMBL5314682,2,Neoplasms
ILOPROST,CHEMBL494,2,Lung Neoplasms
ILORASERTIB,CHEMBL1980297,2,Neoplasms
IMARADENANT,CHEMBL4594442,2,"Carcinoma, Non-Small-Cell Lung; Neoplasms; Prostatic Neoplasms, Castration-Resistant"
IMC-3C5,CHEMBL2109602,1,Neoplasms
IMC-CS4,CHEMBL2109323,1,Neoplasms; Pancreatic Neoplasms
IMCNYESO,CHEMBL4297769,1,Neoplasms
IMDATIFAN,CHEMBL5314521,2,Neoplasms
IMETELSTAT,CHEMBL2107856,3,"Breast Neoplasms; Carcinoma, Non-Small-Cell Lung; Lymphoma; Multiple Myeloma; Neoplasms; Neuroblastoma"
IMETELSTAT SODIUM,CHEMBL2108702,2,Breast Neoplasms; Lung Neoplasms; Multiple Myeloma; Neoplasms
IMEXON,CHEMBL146428,2,"Burkitt Lymphoma; Carcinoma, Non-Small-Cell Lung; Leukemia, Lymphocytic, Chronic, B-Cell; Lymphoma, Follicular; Lymphoma, Large B-Cell, Diffuse; Lymphoma, Mantle-Cell; Melanoma; Multiple Myeloma; Neoplasm Metastasis; Pancreatic Neoplasms"
IMGATUZUMAB,CHEMBL2109389,2,"Carcinoma, Non-Small-Cell Lung; Colorectal Neoplasms; Head and Neck Neoplasms; Neoplasms"
IMGN-388,CHEMBL2109633,1,Neoplasms
