rank,compound_name,chembl_id,display_target,primary_target,mechanism_category,mechanistic_rationale,supporting_evidence,confidence_tier,composite_score,pchembl_value,confidence_score,max_phase,full_mwt,alogp,num_ro5_violations,tier1_hit,tier2_hit,tier3_hit,lsd_bonus,bio_bonus,clinical_bonus
2937,5-BDBD,CHEMBL2180179,True,P2X purinoceptor 4,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=350.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.46,9.0,,355.19,3.98,0.0,False,False,False,0.0,1.5,0.0
2938,5-aminolevulinic-acid,CHEMBL601,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,131.13,-0.62,0.0,False,False,False,0.0,0.0,1.5
2939,6-aminochrysene,CHEMBL313154,True,Hypoxanthine-guanine phosphoribosyltransferase,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=600.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.22,8.0,,243.31,4.73,0.0,False,False,False,0.0,1.5,0.0
2940,7-methoxytacrine,CHEMBL1256415,True,Acetylcholinesterase,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.7 (True=2090.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,5.68,9.0,,228.29,2.7,0.0,False,False,True,0.0,0.5,0.0
2941,9-anthracenecarboxylic-acid,CHEMBL1513985,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=199.53 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.7,8.0,,222.24,3.69,0.0,False,False,False,0.0,1.5,0.0
2942,A-867744,CHEMBL490153,True,Neuronal acetylcholine receptor subunit alpha-7,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=212.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.67,9.0,,402.9,4.35,0.0,False,False,False,0.0,1.5,0.0
2943,ABACAVIR SULFATE,CHEMBL4303288,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,670.76,1.09,0.0,False,False,False,0.0,0.0,1.5
2944,AC-55541,CHEMBL493076,True,Proteinase-activated receptor 2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=199.53 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.7,9.0,,518.37,3.7,1.0,False,False,False,0.0,1.5,0.0
2945,AC-7954-(+/-),CHEMBL192359,True,Urotensin-2 receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.6 (True=250.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.6,9.0,,329.83,3.9,0.0,False,False,False,0.0,1.5,0.0
2946,AD-5467,CHEMBL164603,True,Aldo-keto reductase family 1 member B1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=130.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.89,8.0,,307.42,3.45,0.0,False,False,False,0.0,1.5,0.0
2947,AMZ30,CHEMBL1550905,True,Protein phosphatase methylesterase 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=600.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.22,9.0,,461.45,3.11,0.0,False,False,False,0.0,1.5,0.0
2948,ARTENIMOL,CHEMBL307261,True,Prostaglandin E synthase 2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=5.0 (True=9600.0 True vs True, True); assay confidence=9/9; clinical stage: Phase III; MOA: True",Low,1.5,5.02,9.0,3.0,284.35,2.19,0.0,False,False,False,0.0,0.5,1.0
2949,AZD7687,CHEMBL2178944,True,Diacylglycerol O-acyltransferase 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=430.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.37,9.0,,367.45,3.61,0.0,False,False,False,0.0,1.5,0.0
2950,BAY-11-7082,CHEMBL403183,True,Replicase polyprotein 1ab,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=820.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.09,9.0,,207.25,1.81,0.0,False,False,False,0.0,1.5,0.0
2951,BAY-11-7085,CHEMBL270299,True,Replicase polyprotein 1ab,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=840.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.08,9.0,,249.34,2.8,0.0,False,False,False,0.0,1.5,0.0
2952,BAZ2-ICR,CHEMBL4296718,True,Bromodomain adjacent to zinc finger domain protein 2A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=7.0 (True=109.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.96,9.0,,357.42,2.8,0.0,False,False,False,0.0,1.5,0.0
2953,BML-190,CHEMBL72631,True,Cannabinoid receptor 2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=435.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.36,8.0,,426.9,3.7,0.0,False,False,False,0.0,1.5,0.0
2954,BP-554,CHEMBL1401324,True,Cytochrome P450 2D6,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=125.89 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.9,8.0,,340.42,3.01,0.0,False,False,False,0.0,1.5,0.0
2955,BTT-3033,CHEMBL4303254,True,Integrin alpha2/beta1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=130.0 True vs True, True); assay confidence=7/9; MOA: True",Low,1.5,6.89,7.0,,465.51,4.48,0.0,False,False,False,0.0,1.5,0.0
2956,BU-239,CHEMBL1368511,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=398.11 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.4,8.0,,198.23,0.98,0.0,False,False,False,0.0,1.5,0.0
2957,BU226,CHEMBL1518173,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.3 (True=501.19 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.3,8.0,,197.24,1.58,0.0,False,False,False,0.0,1.5,0.0
2958,BVT-948,CHEMBL580421,True,N-lysine methyltransferase KMT5A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=700.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.16,9.0,,241.25,2.05,0.0,False,False,False,0.0,1.5,0.0
2959,Betapar (Meprednisone),CHEMBL1201148,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,372.46,2.01,0.0,False,False,False,0.0,0.0,1.5
2960,Brivaracetam,CHEMBL607400,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,212.29,0.9,0.0,False,False,False,0.0,0.0,1.5
2961,C646,CHEMBL1797936,True,Histone acetyltransferase p300,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=191.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.72,9.0,,445.43,4.98,0.0,False,False,False,0.0,1.5,0.0
2962,CARISOPRODOL,CHEMBL1233,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,260.33,2.02,0.0,False,False,False,0.0,0.0,1.5
2963,CAY10505,CHEMBL590022,True,Insulin-like growth factor 1 receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.4 (True=400.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.4,8.0,,289.29,3.41,0.0,False,False,False,0.0,1.5,0.0
2964,CD-1530,CHEMBL5277896,True,Nuclear receptor subfamily 2 group E member 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=200.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.7,9.0,,398.5,6.38,1.0,False,False,False,0.0,1.5,0.0
2965,CGK-733,CHEMBL1221601,True,Serine-protein kinase ATM,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=200.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.7,8.0,,555.85,5.66,2.0,False,False,False,0.0,1.5,0.0
2966,CGP-52411,CHEMBL268868,True,Epidermal growth factor receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=160.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.8,8.0,,329.36,4.06,0.0,False,False,False,0.0,1.5,0.0
2967,CGP-53353,CHEMBL7939,True,Epidermal growth factor receptor,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=700.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.16,8.0,,365.34,4.34,0.0,False,False,False,0.0,1.5,0.0
2968,CID-2011756,CHEMBL1504776,True,Serine/threonine-protein kinase D2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=600.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.22,9.0,,396.87,4.68,0.0,False,False,False,0.0,1.5,0.0
2969,CINPA-1,CHEMBL1622371,True,Nuclear receptor subfamily 1 group I member 3,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.2 (True=687.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.16,9.0,,395.5,4.36,0.0,False,False,False,0.0,1.5,0.0
2970,CIQ,CHEMBL2397100,True,"Glutamate receptor ionotropic, NMDA 2C",Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.6 (True=2700.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,5.57,9.0,,467.95,5.18,1.0,False,False,True,0.0,0.5,0.0
2971,CJ-033466,CHEMBL1671898,True,Voltage-gated inwardly rectifying potassium channel KCNH2,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.6 (True=2570.4 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,5.59,9.0,,377.92,2.98,0.0,False,False,True,0.0,0.5,0.0
2972,CLINDAMYCIN HYDROCHLORIDE,CHEMBL1200588,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,461.45,0.39,0.0,False,False,False,0.0,0.0,1.5
2973,CP-94253,CHEMBL1570196,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=125.89 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.9,8.0,,257.34,2.73,0.0,False,False,False,0.0,1.5,0.0
2974,CPCCOEt,CHEMBL327783,True,Metabotropic glutamate receptor 1,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.5 (True=3400.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,5.47,8.0,,247.25,1.58,0.0,False,False,True,0.0,0.5,0.0
2975,CY208-243,CHEMBL313737,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=316.23 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.5,8.0,,274.37,3.67,0.0,False,False,False,0.0,1.5,0.0
2976,CYM-50769,CHEMBL1972527,True,Neuropeptides B/W receptor type 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=120.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.92,9.0,,416.86,5.32,1.0,False,False,False,0.0,1.5,0.0
2977,CYM-5541,CHEMBL1970071,True,Sphingosine 1-phosphate receptor 3,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=7.0 (True=105.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.98,9.0,,316.45,4.66,0.0,False,False,False,0.0,1.5,0.0
2978,Cefonicid (sodium),CHEMBL1201005,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,586.54,-0.92,2.0,False,False,False,0.0,0.0,1.5
2979,Cilastatin Sodium,CHEMBL1201057,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,380.44,1.43,0.0,False,False,False,0.0,0.0,1.5
2980,Clindamycin phosphate,CHEMBL3184512,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,504.97,0.51,1.0,False,False,False,0.0,0.0,1.5
2981,D-alpha-tocopheryl-succinate,CHEMBL81421,True,Glutathione S-transferase omega-1,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.4 (True=4000.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,5.4,9.0,,530.79,8.9,2.0,False,False,True,0.0,0.5,0.0
2982,DCEBIO,CHEMBL1255655,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.6 (True=251.19 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.6,8.0,,231.08,2.66,0.0,False,False,False,0.0,1.5,0.0
2983,DEXAMETHASONE SODIUM PHOSPHATE,CHEMBL2021430,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,516.41,2.01,0.0,False,False,False,0.0,0.0,1.5
2984,DQP-1105,CHEMBL2333944,True,"Glutamate receptor ionotropic, NMDA 2D",Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.6 (True=2700.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,5.57,9.0,,558.43,5.81,2.0,False,False,True,0.0,0.5,0.0
2985,DR-2313,CHEMBL483348,True,Poly [ADP-ribose] polymerase 1,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=150.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.82,9.0,,182.25,0.87,0.0,False,False,False,0.0,1.5,0.0
2986,DS2-(806622),CHEMBL4212818,True,Gamma-aminobutyric acid receptor subunit alpha-1/beta-3/delta,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.1 (True=860.0 True vs True, True); assay confidence=7/9; MOA: True",Low,1.5,6.07,7.0,,353.83,4.97,0.0,False,False,False,0.0,1.5,0.0
2987,DY131,CHEMBL192509,True,Estrogen-related receptor gamma,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.9 (True=130.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,6.89,9.0,,311.39,3.0,0.0,False,False,False,0.0,1.5,0.0
2988,EXO-1,CHEMBL250428,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.7 (True=199.53 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.7,8.0,,273.26,2.86,0.0,False,False,False,0.0,1.5,0.0
2989,Epirubicin Hydrochloride,CHEMBL1200981,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,579.99,0.0,3.0,False,False,False,0.0,0.0,1.5
2990,F-11440,CHEMBL2104230,True,5-hydroxytryptamine receptor 1A,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.8 (True=175.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.76,9.0,2.0,345.41,-0.67,0.0,False,False,False,0.0,1.5,0.0
2991,FPL-64176,CHEMBL93655,True,Cytochrome P450 1A2,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.6 (True=251.19 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.6,8.0,,347.41,4.24,0.0,False,False,False,0.0,1.5,0.0
2992,FR-180204,CHEMBL259551,True,Mitogen-activated protein kinase 3,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=310.0 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.51,8.0,,327.35,2.92,0.0,False,False,False,0.0,1.5,0.0
2993,Favipiravir,CHEMBL221722,True,,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,clinical stage: Approved; MOA: True,Low,1.5,,,4.0,157.1,-0.58,0.0,False,False,False,0.0,0.0,1.5
2994,GANT-58,CHEMBL472994,True,Cytochrome P450 3A4,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=6.5 (True=316.23 True vs True, True); assay confidence=8/9; MOA: True",Low,1.5,6.5,8.0,,392.49,6.0,1.0,False,False,False,0.0,1.5,0.0
2995,GDC-0623,CHEMBL3330650,True,Voltage-gated inwardly rectifying potassium channel KCNH2,Symptomatic / anti-inflammatory,Symptomatic/neuroprotective mechanism addressing secondary inflammation/neurodegeneration (non-causal),"pChEMBL=5.4 (True=4400.0 True vs True, True); assay confidence=9/9; MOA: True",Low,1.5,5.36,9.0,,456.22,2.48,0.0,False,False,True,0.0,0.5,0.0
2996,GKT137831,CHEMBL4303187,True,NADPH oxidase 4,No MSD-relevant annotation,No MSD-relevant mechanistic annotation available; requires experimental profiling,"pChEMBL=7.0 (True=110.0 True vs True, True); assay confidence=9/9; clinical stage: Phase II; MOA: True",Low,1.5,6.96,9.0,2.0,394.86,3.4,0.0,False,False,False,0.0,1.5,0.0
